antigen_id,antigen_host_class,antigen_host_order,antigen_host_family,antigen_host_genus,antigen_host_species,antigen_collection_location_continent,antigen_collection_location_country,antigen_collection_location_region,antigen_collection_year
EPI2408694,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Czech Republic,Plzensky Kraj,2023
EPI2437334,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Czech Republic,Plzensky Kraj,2023
EPI2437350,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Czech Republic,Plzensky Kraj,2023
EPI2437358,Aves,Anseriformes,Anatidae,,,Europe,Czech Republic,Plzensky Kraj,2023
EPI2437366,Aves,Not Specified,,,,Europe,Czech Republic,Jihocesky Kraj,2023
EPI2526393,Aves,Anseriformes,Anatidae,Cygnus,,Europe,Austria,Lower Austria,2023
EPI2526449,Aves,Anseriformes,Anatidae,Cygnus,,Europe,Austria,Lower Austria,2023
EPI2560215,Aves,Galliformes,Phasianidae,Meleagris,,Europe,Slovenia,,2023
EPI2609138,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Czech Republic,Plzensky Kraj,2023
EPI2648208,Aves,Anseriformes,Anatidae,,,Europe,Poland,,2023
EPI3050238,Aves,Anseriformes,Anatidae,Cygnus,,Europe,Italy,Piacenza,2023
EPI476488,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Bangladesh,,2023
EPI2141814,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Romania,,2024
EPI2245984,Aves,Not Specified,,,,Europe,Czech Republic,Zlinsky Kraj,2024
EPI2245992,Aves,Not Specified,,,,Europe,Czech Republic,Zlinsky Kraj,2024
EPI2246016,Aves,Not Specified,,,,Europe,Czech Republic,Zlinsky Kraj,2024
EPI2246024,Aves,Not Specified,,,,Europe,Czech Republic,Zlinsky Kraj,2024
EPI2246032,Aves,Not Specified,,,,Europe,Czech Republic,Zlinsky Kraj,2024
EPI2246160,Aves,Not Specified,,,,Europe,Czech Republic,Zlinsky Kraj,2024
EPI2274966,Mammalia,Not Specified,,,,Europe,Czech Republic,Vysocina Kraj,2024
EPI2473469,Mammalia,Not Specified,,,,Europe,Croatia,Viroviticko-Podravska Zupanija,2024
EPI2613582,Aves,Not Specified,,,,North America,United States,Minnesota,2024
EPI2613590,Aves,Not Specified,,,,North America,United States,Minnesota,2024
EPI2613630,Aves,Not Specified,,,,North America,United States,Colorado,2024
EPI2613646,Aves,Not Specified,,,,North America,United States,California,2024
EPI2613654,Aves,Not Specified,,,,North America,United States,California,2024
EPI2705278,Aves,Anseriformes,Anatidae,,,Europe,Poland,West Pomeranian Voivodeship,2024
EPI2706142,Aves,Galliformes,Phasianidae,Meleagris,,Europe,Czech Republic,Zlinsky Kraj,2024
EPI2712987,Aves,Not Specified,,,,Europe,Czech Republic,South Moravian Region,2024
EPI2713003,Aves,Not Specified,,,,Europe,Czech Republic,South Moravian Region,2024
EPI2742627,Environment,Not Specified,,,,North America,United States,North Carolina,2024
EPI2867894,Aves,Not Specified,,,,Europe,Czech Republic,South Moravian Region,2024
EPI2867917,Aves,Not Specified,,,,Europe,Czech Republic,South Moravian Region,2024
EPI2931746,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Czech Republic,South Moravian Region,2024
EPI2931762,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Czech Republic,South Moravian Region,2024
EPI2987678,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Czech Republic,Zlinsky Kraj,2024
EPI2987750,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Czech Republic,Vysocina Kraj,2024
EPI2987758,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Czech Republic,Vysocina Kraj,2024
EPI2987766,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Czech Republic,Vysocina Kraj,2024
EPI2987774,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Czech Republic,Vysocina Kraj,2024
EPI2987782,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Czech Republic,Vysocina Kraj,2024
EPI2987790,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Czech Republic,Vysocina Kraj,2024
EPI2987798,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Czech Republic,Vysocina Kraj,2024
EPI2987806,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Czech Republic,Vysocina Kraj,2024
EPI3017987,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Czech Republic,Zlinsky Kraj,2024
EPI3093207,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Croatia,,2024
EPI116513,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Vietnam,,2004
EPI55624,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Indonesia,,2007
EPI55643,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Indonesia,,2007
EPI55681,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Indonesia,,2007
EPI337224,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,China,,2009
EPI439897,Aves,Anseriformes,Anatidae,,,Asia,China,Shandong Province,2009
EPI2579981,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,India,,2012
EPI2580271,Environment,Not Specified,,,,Asia,Vietnam,,2013
EPI545457,Aves,Anseriformes,Anatidae,,,Asia,Vietnam,,2013
EPI545462,Aves,Anseriformes,Anatidae,,,Asia,Vietnam,,2013
EPI567070,Aves,Anseriformes,Anatidae,Cairina,moschata,Asia,Vietnam,,2013
EPI1640456,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,China,Henan,2015
EPI1640909,Aves,Anseriformes,Anatidae,Anas,,Asia,China,Henan Province,2015
EPI1640973,Aves,Anseriformes,Anatidae,Anas,,Asia,China,Henan Province,2015
EPI1641157,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,China,Henan Province,2015
EPI1641174,Aves,Anseriformes,Anatidae,Anas,,Asia,China,Henan Province,2015
EPI2580521,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Bangladesh,Dhaka Division,2021
EPI1957797,Aves,Galliformes,Phasianidae,Meleagris,gallopavo,Europe,Ireland,,2022
EPI2029826,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,China,Hunan,2022
EPI2140738,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Netherlands,Provincie Gelderland,2022
EPI2147709,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Slovenia,,2022
EPI2799824,Aves,Anseriformes,Anatidae,Anas,crecca,Europe,Italy,,2022
EPI2799832,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Italy,,2022
EPI3208163,Mammalia,Carnivora,Felidae,Felis,catus,Europe,Italy,,2022
EPI3222800,Aves,Anseriformes,Anatidae,,,Europe,Poland,Swietokrzyskie Voivodeship,2022
EPI2017031,Aves,Galliformes,Phasianidae,Meleagris,,Europe,Poland,,2023
EPI2198484,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Austria,Bundesland Wien,2023
EPI2248031,Aves,Anseriformes,Anatidae,,,Asia,Japan,Saitama,2023
EPI2610769,Aves,Anseriformes,Anatidae,,,Asia,North Korea,,2023
EPI2616120,Aves,Not Specified,,,,South America,Ecuador,,2023
EPI2794499,Aves,Anseriformes,Anatidae,Branta,leucopsis,Europe,Czech Republic,Morovskoslezsky Kraj,2023
EPI2088918,Aves,Not Specified,,,,Europe,Cyprus,,2024
EPI2243771,Aves,Not Specified,,,,Europe,Czech Republic,Plzensky Kraj,2024
EPI2246000,Aves,Not Specified,,,,Europe,Czech Republic,Zlinsky Kraj,2024
EPI2246008,Aves,Not Specified,,,,Europe,Czech Republic,Zlinsky Kraj,2024
EPI2246048,Aves,Not Specified,,,,Europe,Czech Republic,Olomoucky Kraj,2024
EPI2246056,Aves,Not Specified,,,,Europe,Czech Republic,Olomoucky Kraj,2024
EPI2246072,Aves,Not Specified,,,,Europe,Czech Republic,Plzensky Kraj,2024
EPI2246112,Aves,Not Specified,,,,Europe,Czech Republic,Plzensky Kraj,2024
EPI2246152,Aves,Not Specified,,,,Europe,Czech Republic,Plzensky Kraj,2024
EPI2246208,Aves,Not Specified,,,,Europe,Czech Republic,Plzensky Kraj,2024
EPI2246224,Aves,Not Specified,,,,Europe,Czech Republic,Plzensky Kraj,2024
EPI2259535,Aves,Not Specified,,,,Asia,Kazakhstan,,2024
EPI2530063,Aves,Not Specified,,,,Europe,Czech Republic,Plzensky Kraj,2024
EPI2706094,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Czech Republic,Plzensky Kraj,2024
EPI2706109,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Czech Republic,Plzensky Kraj,2024
EPI2706128,Aves,Galliformes,Phasianidae,Meleagris,,Europe,Czech Republic,Zlinsky Kraj,2024
EPI2706143,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Czech Republic,Olomoucky Kraj,2024
EPI2987662,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Czech Republic,Plzensky Kraj,2024
EPI3017995,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Czech Republic,Zlinsky Kraj,2024
EPI3018003,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Czech Republic,Zlinsky Kraj,2024
EPI1938774,,Not Specified,,,,Asia,Vietnam,Tinh Tien Giang,2004
EPI270124,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Vietnam,,2004
EPI347615,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Vietnam,Tinh Tien Giang,2004
EPI438838,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2005
EPI305549,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,Agri,2006
EPI305551,Aves,Anseriformes,Anatidae,,,Asia,Turkey,Agri,2006
EPI315963,Aves,Anseriformes,Anatidae,,,Asia,Turkey,Bitlis,2006
EPI406368,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Vietnam,,2007
EPI406424,Aves,Anseriformes,Anatidae,,,Asia,Vietnam,,2007
EPI55662,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Indonesia,,2007
EPI55700,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Indonesia,,2007
EPI280216,Environment,Not Specified,,,,Asia,China,Hubei,2009
EPI280224,Environment,Not Specified,,,,Asia,China,Hubei,2009
EPI280240,Environment,Not Specified,,,,Asia,China,Hubei,2009
EPI280256,Environment,Not Specified,,,,Asia,China,Hubei,2009
EPI337263,Environment,Not Specified,,,,Asia,China,,2009
EPI337271,Environment,Not Specified,,,,Asia,China,,2009
EPI337287,Environment,Not Specified,,,,Asia,China,,2009
EPI337303,Environment,Not Specified,,,,Asia,China,,2009
EPI318107,Aves,Anseriformes,Anatidae,,,Asia,North Korea,,2011
EPI2579961,Aves,Galliformes,Phasianidae,Meleagris,,Asia,Vietnam,,2012
EPI2579969,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Vietnam,,2012
EPI2584687,Environment,Not Specified,,,,Asia,Vietnam,,2012
EPI1851021,Aves,Not Specified,,,,Asia,China,Shanxi Province,2015
EPI1851029,Aves,Not Specified,,,,Asia,China,Henan Province,2015
EPI2584412,Aves,Anseriformes,Anatidae,Cygnus,,Asia,China,Shanxi Province,2015
EPI2584655,Aves,Anseriformes,Anatidae,,,Asia,China,Henan Province,2015
EPI2584656,Aves,Anseriformes,Anatidae,,,Asia,China,Henan Province,2015
EPI2584697,Aves,Anseriformes,Anatidae,,,Asia,China,Shanxi Province,2015
EPI353722,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,China,Henan Province,2015
EPI389946,Aves,Anseriformes,Anatidae,,,Asia,Vietnam,,2015
EPI461488,Aves,Anseriformes,Anatidae,,,Asia,China,Shanxi Province,2015
EPI461748,Aves,Anseriformes,Anatidae,,,Asia,China,,2015
EPI631920,Aves,Not Specified,,,,Asia,Vietnam,,2015
EPI726846,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,China,,2015
EPI1635162,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Bangladesh,Dhaka Division,2022
EPI1927124,Aves,Anseriformes,Anatidae,Cygnus,olor,Europe,Belgium,Provincie Antwerpen,2022
EPI2072200,Aves,Not Specified,,,,Europe,Netherlands,Provincie Gelderland,2022
EPI2141155,Aves,Galliformes,Phasianidae,Meleagris,,Europe,Netherlands,Provincie Noord-Holland,2022
EPI2141199,Aves,Galliformes,Phasianidae,Meleagris,,Europe,Netherlands,Provincie Zeeland,2022
EPI2178846,Aves,Not Specified,,,,North America,United States,South Carolina,2022
EPI2540728,Aves,Not Specified,,,,Asia,North Korea,JB,2022
EPI2640951,Aves,Not Specified,,,,Europe,Netherlands,Provincie Gelderland,2022
EPI2649351,Aves,Anseriformes,Anatidae,,,Europe,Croatia,Karlovacka Zupanija,2022
EPI2664958,Aves,Charadriiformes,Laridae,Larus,,Europe,United Kingdom,England,2022
EPI2708836,Aves,Not Specified,,,,North America,United States,South Carolina,2022
EPI2712201,Aves,Anseriformes,Anatidae,,,North America,United States,South Carolina,2022
EPI2712225,Aves,Not Specified,,,,North America,United States,South Carolina,2022
EPI2712256,Aves,Not Specified,,,,North America,United States,South Carolina,2022
EPI2712364,Aves,Anseriformes,Anatidae,,,North America,United States,South Carolina,2022
EPI2712971,Aves,Not Specified,,,,North America,United States,South Carolina,2022
EPI2718793,Aves,Charadriiformes,Laridae,Larus,argentatus,Europe,Netherlands,South Holland,2022
EPI2743482,Aves,Anseriformes,Anatidae,Cygnus,olor,Europe,Netherlands,"Zoeterwoude, Rijndijk",2022
EPI2745212,Mammalia,Not Specified,,,,Europe,Netherlands,Provincie Flevoland,2022
EPI2931826,Aves,Galliformes,Phasianidae,Gallus,gallus,North America,United States,South Carolina,2022
EPI2071976,Aves,Anseriformes,Anatidae,,,Europe,United Kingdom,Scotland,2023
EPI2743051,Aves,Not Specified,,,,Asia,North Korea,,2023
EPI2743059,Aves,Not Specified,,,,Asia,North Korea,,2023
EPI3054188,Aves,Anseriformes,Anatidae,Cygnus,olor,Asia,Japan,Miyazaki,2023
EPI270164,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Vietnam,,2004
EPI305554,Aves,Galliformes,Phasianidae,Meleagris,,Asia,Turkey,Agri,2006
EPI305555,Aves,Not Specified,,,,Asia,Turkey,Erzurum,2006
EPI305556,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,Erzurum,2006
EPI305557,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,Yozgat,2006
EPI55719,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Indonesia,,2007
EPI55738,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Indonesia,,2007
EPI460470,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Vietnam,,2008
EPI460478,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Vietnam,,2008
EPI2240710,Aves,Not Specified,,,,Asia,Vietnam,,2010
EPI356508,Aves,Anseriformes,Anatidae,,,Asia,Indonesia,Jakarta,2012
EPI1785173,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Vietnam,,2013
EPI2733589,,Not Specified,,,,Asia,Vietnam,,2013
EPI545459,Aves,Anseriformes,Anatidae,,,Asia,Vietnam,,2013
EPI2579971,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,China,,2015
EPI3084249,Aves,Not Specified,,,,Asia,China,Jiangxi Province,2015
EPI3084253,Aves,Not Specified,,,,Asia,China,Jiangxi Province,2015
EPI3084254,Aves,Not Specified,,,,Asia,China,Jiangxi Province,2015
EPI424920,Aves,Not Specified,,,,Asia,China,Jiangxi Province,2015
EPI3084096,Aves,Not Specified,,,,Asia,Bangladesh,Dhaka Division,2018
EPI3084097,Aves,Not Specified,,,,Asia,Bangladesh,Dhaka Division,2018
EPI3084326,Aves,Not Specified,,,,Asia,Bangladesh,,2018
EPI1998074,Aves,Not Specified,,,,Europe,Spain,,2022
EPI2072216,Aves,Anseriformes,Anatidae,Cygnus,olor,Europe,Netherlands,Provincie Noord-Holland,2022
EPI222584,Aves,Not Specified,,,,Europe,Spain,,2022
EPI2258767,Aves,Not Specified,,,,Europe,Ireland,,2022
EPI2609290,Aves,Not Specified,,,,Europe,Sweden,Hallands Lan,2022
EPI1981020,Mammalia,Not Specified,,,,Europe,United Kingdom,England,2023
EPI2053913,Mammalia,Not Specified,,,,Europe,Poland,,2023
EPI2264251,Aves,Not Specified,,,,Asia,Japan,Shizuoka,2023
EPI2300708,Aves,Not Specified,,,,Asia,North Korea,,2023
EPI2141743,Aves,Not Specified,,,,Europe,France,,2024
EPI2220000,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Sweden,Skane Lan,2024
EPI305558,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,Ankara,2006
EPI953346,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Pakistan,,2008
EPI280200,Environment,Not Specified,,,,Asia,China,Hunan,2009
EPI337203,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,China,,2009
EPI1591325,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Bhutan,,2012
EPI1778439,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Bangladesh,,2012
EPI3116311,Environment,Not Specified,,,,Asia,Bangladesh,,2012
EPI840530,Aves,Anseriformes,Anatidae,,,Asia,Indonesia,West Java,2016
EPI395457,Aves,Falconiformes,Falconidae,Falco,peregrinus,Asia,Cambodia,Phnom Penh,2018
EPI1958025,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,United Kingdom,Scotland,2022
EPI1963352,Aves,Not Specified,,,,Europe,United Kingdom,England,2022
EPI2072224,Aves,Anseriformes,Anatidae,Cygnus,olor,Europe,United Kingdom,England,2022
EPI2119216,Aves,Not Specified,,,,North America,United States,North Carolina,2022
EPI2141655,Aves,Galliformes,Numididae,,,Europe,Italy,,2022
EPI2178806,Aves,Charadriiformes,Laridae,Larus,argentatus,North America,United States,North Carolina,2022
EPI2178814,Aves,Not Specified,,,,North America,United States,North Carolina,2022
EPI2178838,Aves,Not Specified,,,,North America,United States,North Carolina,2022
EPI2246192,Aves,Not Specified,,,,North America,United States,North Carolina,2022
EPI2246832,Aves,Not Specified,,,,North America,United States,North Carolina,2022
EPI2403521,,Not Specified,,,,North America,United States,North Carolina,2022
EPI2580161,Aves,Anseriformes,Anatidae,,,Asia,Bangladesh,Dhaka Division,2022
EPI2703824,Aves,Anseriformes,Anatidae,,,North America,United States,North Carolina,2022
EPI2703887,Aves,Anseriformes,Anatidae,,,North America,United States,North Carolina,2022
EPI2708857,Aves,Accipitriformes,Accipitridae,,,North America,United States,North Carolina,2022
EPI2709060,Aves,Not Specified,,,,North America,United States,North Carolina,2022
EPI2709125,Aves,Not Specified,,,,North America,United States,North Carolina,2022
EPI2709152,Aves,Accipitriformes,Accipitridae,,,North America,United States,North Carolina,2022
EPI2709218,Aves,Not Specified,,,,North America,United States,North Carolina,2022
EPI2709312,Aves,Not Specified,,,,North America,United States,North Carolina,2022
EPI2709438,Aves,Not Specified,,,,North America,United States,North Carolina,2022
EPI2709613,Aves,Not Specified,,,,North America,United States,North Carolina,2022
EPI2709714,Aves,Not Specified,,,,North America,United States,North Carolina,2022
EPI2709789,Aves,Not Specified,,,,North America,United States,North Carolina,2022
EPI2709817,Aves,Not Specified,,,,North America,United States,North Carolina,2022
EPI2709950,Aves,Not Specified,,,,North America,United States,North Carolina,2022
EPI2709966,Aves,Not Specified,,,,North America,United States,North Carolina,2022
EPI2709992,Aves,Not Specified,,,,North America,United States,North Carolina,2022
EPI2710092,Aves,Anseriformes,Anatidae,,,North America,United States,North Carolina,2022
EPI2710254,Aves,Anseriformes,Anatidae,,,North America,United States,North Carolina,2022
EPI2710625,Aves,Not Specified,,,,North America,United States,North Carolina,2022
EPI2712460,Aves,Anseriformes,Anatidae,,,North America,United States,North Carolina,2022
EPI2712499,Aves,Not Specified,,,,North America,United States,North Carolina,2022
EPI2712612,Aves,Anseriformes,Anatidae,,,North America,United States,North Carolina,2022
EPI2712801,Aves,Not Specified,,,,North America,United States,North Carolina,2022
EPI2712849,Aves,Not Specified,,,,North America,United States,North Carolina,2022
EPI2869780,Aves,Not Specified,,,,North America,United States,North Carolina,2022
EPI2869788,Aves,Not Specified,,,,North America,United States,North Carolina,2022
EPI2869932,Aves,Not Specified,,,,Europe,Netherlands,South Holland,2022
EPI2987686,Aves,Galliformes,Phasianidae,Gallus,gallus,North America,United States,North Carolina,2022
EPI2987710,Aves,Galliformes,Phasianidae,Gallus,gallus,North America,United States,North Carolina,2022
EPI2014929,Aves,Anseriformes,Anatidae,,,Europe,Romania,,2023
EPI2352706,Aves,Anseriformes,Anatidae,,,Europe,United Kingdom,England,2023
EPI2557255,Aves,Charadriiformes,Laridae,Chroicocephalus,ridibundus,Europe,Poland,,2023
EPI2088926,Aves,Not Specified,,,,Europe,Romania,,2024
EPI2610724,Aves,Not Specified,,,,Europe,Sweden,Skane Lan,2024
EPI2705312,Aves,Anseriformes,Anatidae,,,Europe,Poland,Lublin Voivodeship,2024
EPI3052612,Aves,Galliformes,Phasianidae,Gallus,gallus,North America,United States,Maine,2024
EPI3052620,Aves,Not Specified,,,,North America,United States,Maine,2024
EPI3052628,Aves,Not Specified,,,,North America,United States,Maine,2024
EPI327229,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Vietnam,,2009
EPI1027483,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,India,,2012
EPI2580246,Aves,Anseriformes,Anatidae,,,Asia,India,,2012
EPI1892860,Aves,Anseriformes,Anatidae,,,Asia,Vietnam,,2013
EPI2040950,Aves,Not Specified,,,,Asia,Cambodia,Khett Kampong Cham,2013
EPI366415,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Vietnam,,2013
EPI485594,Aves,Anseriformes,Anatidae,,,Asia,Cambodia,Khett Kampong Cham,2013
EPI542812,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Cambodia,,2013
EPI726862,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Vietnam,,2014
EPI726446,Aves,Not Specified,,,,Asia,China,,2015
EPI726518,Aves,Not Specified,,,,Asia,China,,2015
EPI749193,Environment,Not Specified,,,,Asia,China,Hubei Province,2015
EPI940809,Aves,Not Specified,,,,Asia,China,Hubei Province,2015
EPI726718,Aves,Not Specified,,,,Europe,United Kingdom,Fife,2016
EPI632943,Aves,Anseriformes,Anatidae,,,Asia,Vietnam,Tinh Nghe An,2018
EPI2820541,Aves,Not Specified,,,,Europe,Netherlands,Provincie Gelderland,2021
EPI1888013,Aves,Anseriformes,Anatidae,,,Asia,Bangladesh,Dhaka Division,2022
EPI1938852,Aves,Anseriformes,Anatidae,Anser,anser,Asia,Israel,Haifa District,2022
EPI2868793,Aves,Not Specified,,,,Europe,Netherlands,Provincie Noord-Holland,2022
EPI2894967,Aves,Anseriformes,Anatidae,,,Europe,France,,2022
EPI1555983,Aves,Anseriformes,Anatidae,Anas,,Asia,Bangladesh,,2023
EPI1946303,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Germany,Lower Saxony,2023
EPI1947271,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,North America,Canada,British Columbia,2023
EPI2053953,Mammalia,Not Specified,,,,Europe,Poland,,2023
EPI2071992,Aves,Galliformes,Phasianidae,Meleagris,gallopavo,Europe,United Kingdom,England,2023
EPI2072000,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,United Kingdom,England,2023
EPI2428897,Aves,Not Specified,,,,Europe,Croatia,Koprivnicko-Krizevacka Zupanija,2023
EPI2429224,Aves,Not Specified,,,,North America,Canada,British Columbia,2023
EPI2455324,Aves,Galliformes,Phasianidae,Meleagris,,Europe,Romania,,2023
EPI2560303,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Spain,,2023
EPI2609351,Aves,Not Specified,,,,South America,Chile,Region del Maule,2023
EPI2610773,Mammalia,Carnivora,Felidae,Felis,catus,Asia,North Korea,,2023
EPI2707331,Aves,Galliformes,Phasianidae,Meleagris,,North America,Canada,British Columbia,2023
EPI2707419,Aves,Accipitriformes,Accipitridae,,,North America,Canada,British Columbia,2023
EPI2707694,Aves,Not Specified,,,,North America,Canada,British Columbia,2023
EPI2707704,Aves,Accipitriformes,Accipitridae,,,North America,Canada,British Columbia,2023
